Academic year,Transfer student?,School(s) at Northwestern,Residence,Member of Greek life?,Gender Identity,Gender Identity (not listed by survey),Race/Ethnicity,"Race/Ethnicity (if ""Multiracial"" was selected)",Member of the LGBTQ+ community?,Identify as TGNC (transgender or non-conforming)?,Receive need-based financial aid from Northwestern?,International student?,Identify as a first-generation college student?,Identify as a low-income student?,Do you ride a bike on campus?,Importance level: Improving mental health services available on campus,Importance level: Increasing the number of paid employees at CARE,Importance level: Increasing support for diversity and inclusion initiatives at Northwestern,Importance level: Providing increased transportation options to Chicago,"Importance level: Providing university-sponsored, late-night activities where alcohol is not served",Importance level: Improving off-campus street lighting,Importance level: Increasing the number of blue light stations around campus,Importance level: Constructing or designating additional gender neutral bathrooms around campus,Importance level: Increasing the amount of gender open housing on campus,Importance level: Designating a permanent space to low-income or first-generation identifying students,"Importance level: Improving Via (formerly ""Safe Ride"") by extending hours and adding additional drivers",Importance level: Constructing additional bike racks on campus,"Agreement with: ""I have never felt marginalized at NU""","Identities due to which you feel you have been marginalized (if ""Experience marginalization at NU"" was selected)","Settings in which you have experienced marginalization at Northwestern (if ""Experience marginalization at NU"" was selected)","Main source of community, support, and well-being","Main source of community, support, and well-being (other)",Would you like Northwestern to hold events to promote mental wellness on campus?,Would you find it useful for Northwestern to hold educational workshops on mental health/intervention skills?,Do you think Northwestern should require faculty to undergo Mental Health Awareness Training?,"Agreement with: ""It is important that CAPS hire staffers with diverse backgrounds""",Have you ever experienced a mental or physical health issue that has impacted your academic performance at NU?,Have you ever sought the services provided by CAPS?,What was the outcome of your treatment at CAPS?,"Agreement with: ""CAPS met or exceeded my expectations""","Agreement with: ""CAPS was beneficial to my mental health""",Why did CAPS not have a beneficial effect on your mental health?,"Do you have an ongoing, diagnosed, clinical health issue?",Are you registered with Accessible NU?,Have you used CAPS for a referral to an off-campus provider?,"Agreement with: ""I was referred to a professional in a timely manner""","Agreement with: ""CAPS assisted me in finding additional necessary resources (e.g. financial aid) for my treatment""","Agreement with: ""I had to change my class/extracurricular schedule in order to attend counseling off-campus""","Agreement with: ""The professional(s) I was referred to had adequate time to schedule sessions with me""","What resources, excluding CAPS, if any, do you utilize to support your well-being?","Agreement with: ""The university provides resources that allow me to partake in academic pursuits"" (if ""low-income or first-gen student)","Agreement with: ""The university provides resources that allow me to partake in extracurricular activities"" (if ""low-income or first-gen student)","Agreement with: ""I have been prevented from taking a class/academic activity for financial reasons"" (if ""low-income or first-gen student)","Agreement with: ""I have the necessary resources to interview at companies that I'm interested in"" (if ""low-income or first-gen student)","Agreement with: ""I have never financially struggled to purchase required academic software"" (if ""low-income or first-gen student)","Agreement with: ""It's important for Northwestern to continue to bring  peakers as a part of the Contemporary Thought Speaker Series""",Do you currently hold a paying job either on or off campus?,"Is your job, or one of your jobs, a work-study position?",Do you currently hold more than one paying job?,"How many paying jobs do you currently hold? (if ""I hold more than 1 paid position"" was selected)","Agreement with: ""I have never had to turn down a leadership position in a student organization due to work obligations""","Agreement with: ""I am heavily involved in one or more student organizations""","Hours per week you dedicate to the organizations (if ""Heavily involved in student organization(s)"" was selected)",Do you hold a leadership position in any of the organizations that you are involved with?,Are you aware of the existence of Northwestern's gender-open housing policy?,Are you currently in gender-open housing?,"If in gender-open housing, how would you rate your experience?","Agreement with: ""Northwestern should institute a gender-open dorm (as opposed to gender-open floors)""",Who is your landlord?,Who is your landlord?  (other),How satisfied are you with your living space?,Reasons for your dissatisfaction in living space,What platform(s) did you use in your search for your off-campus living?,What platform(s) did you use in your search for your off-campus living? (other),Do you have any dietary restrictions?,"Agreement with: ""There are always enough options for me at the dining halls"" (if ""Dietary restrictions"" was selected)",Please rate how satisfied you are with the current dining hall options.,Areas most important for Northwestern to focus on to improve its commitment to sustainability,"Agreement with: ""I commit myself to a sustainable lifestyle in my daily life (recycling, limiting water usage)""",Are you planning on voting in the 2020 Presidential Election?,How many school credits are you taking this quarter?,Where did you attend high school?,Do you own a Juul or vape?,Are you currently in a relationship?,Are you currently active on a dating app?,"Dating apps used (if ""Using dating app"" was selected)","Agreement with: ""I would recommend Northwestern to a younger sibling or friend."""
Fourth year,No,"Weinberg,SESP",Off Campus,No,Cisgender woman,No answer,White,No answer,Yes,No,No,No,No,No,No,Very important,Very important,Not at all important,Very important,Unimportant,Very important,Important,Unimportant,Not at all important,Not at all important,Very important,No answer,Disagree,"Gender,Sexual Orientation,Other","Student Organizations,Classroom or other academic setting",Friend group/Family,No answer,"Yes, very much","Yes, somewhat","No, absolutely not",Strongly agree,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,"Wellness-oriented student groups (WildChat, Active Minds, MARS/SHAPE, etc.),Exam Relief (5 min massage, therapy dogs, etc.)",No answer,No answer,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Yes,No,No,No answer,Neither Agree nor Disagree,Neither Agree nor Disagree,No answer,No answer,Yes,No,No answer,Disagree,Other:,1940 Sherman LLC,Very satisfied,No answer,Word of mouth,No answer,Yes,No answer,Dissatisfied,"Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste,LEED certified buildings, ENERGY STAR",Strongly agree,Yes,No answer,US - Midwest,No,No,No,No answer,Strongly Agree
Third year,No,Weinberg,Off Campus,Yes,Cisgender man,No answer,White,No answer,No,No,Yes,No,No,No,No,Very important,Important,Neither important nor unimportant,Unimportant,Neither important nor unimportant,Unimportant,Unimportant,Important,Important,Important,Unimportant,No answer,Disagree,"Gender,Religion","Student Organizations,Classroom or other academic setting",IFC/PHA Greek Life,No answer,"Yes, very much","Yes, very much","Yes, somewhat",Strongly agree,Yes,Yes,I met with someone at CAPS for a short period of time and felt I no longer needed treatment.,Strongly agree,Strongly agree,No answer,No,No answer,No,No answer,No answer,No answer,No answer,"Wellness-oriented student groups (WildChat, Active Minds, MARS/SHAPE, etc.),Exam Relief (5 min massage, therapy dogs, etc.)",No answer,No answer,Disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Yes,No,No,No answer,Strongly Disagree,Strongly Agree,Between 10-15 hours,Yes,No,No,No answer,Agree,Other:,Maple Evanston,Very satisfied,No answer,Word of mouth,No answer,Yes,No answer,Extremely satisfied,"Clean Energy (e.g. solar energy, wind power, geothermal)",Somewhat agree,Yes,4,US - Midwest,No,No,Yes,Tinder,Strongly Agree
Second year,No,Weinberg,On Campus Residential College,No,Cisgender man,No answer,White,No answer,No,No,Prefer not to answer,No,No,No,No,Very important,Unimportant,Not at all important,Important,Very important,Very important,Not at all important,Unimportant,Neither important nor unimportant,Important,Important,No answer,Disagree,Religion,"Student Organizations,Classroom or other academic setting",Friend group/Family,No answer,"Yes, somewhat","Yes, very much","Yes, somewhat",Neither agree nor disagree,Yes,Yes,I met with someone at CAPS and then was referred to an outside care person.,Disagree,Neither agree nor disagree,No answer,No,No answer,No,No answer,No answer,No answer,No answer,None of the above.,No answer,No answer,Agree,Disagree,Strongly agree,Neither agree nor disagree,No,No answer,No answer,No answer,No answer,Agree,Between 5-10 hours,No,No,No,No answer,Disagree,No answer,No answer,No answer,No answer,No answer,No answer,Yes,Disagree,Satisfied,No answer,Somewhat disagree,Yes,5,US - East,No,Yes,No,No answer,Neither Agree nor Disagree
Second year,No,Weinberg,On Campus Residential College,No,Cisgender man,No answer,White,No answer,No,No,Prefer not to answer,No,No,Prefer not to answer,No,Very important,Neither important nor unimportant,Unimportant,Important,Very important,Very important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,No answer,Strongly Disagree,Religion,"Student Organizations,Classroom or other academic setting",Friend group/Family,No answer,"Yes, somewhat",No preference,"Yes, very much",Somewhat disagree,No,Prefer not to answer.,No answer,No answer,No answer,No answer,No,No answer,No answer,No answer,No answer,No answer,No answer,None of the above.,No answer,No answer,Agree,Neither agree nor disagree,Agree,Agree,No,No answer,No answer,No answer,No answer,Agree,Between 5-10 hours,No,No,No,No answer,Neither agree or disagree,No answer,No answer,No answer,No answer,No answer,No answer,Yes,Disagree,Neither satisfied nor dissatisfied,No answer,Somewhat disagree,Yes,5,US - East,No,Prefer not to answer,No,No answer,Unable to Judge
Second year,No,Weinberg,On Campus Residential Community,No,Cisgender woman,No answer,Hispanic or Latino,No answer,No,No,Yes,No,Yes,No,No,Important,Important,Important,Very important,Neither important nor unimportant,Very important,Very important,Neither important nor unimportant,Neither important nor unimportant,Unable to Judge,Very important,No answer,Agree,No answer,No answer,Friend group/Family,No answer,"Yes, somewhat",No preference,"Yes, very much",Strongly agree,No,No,No answer,No answer,No answer,No answer,No,No answer,No answer,No answer,No answer,No answer,No answer,None of the above.,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Yes,No,No,No answer,Strongly Disagree,Strongly Agree,Between 1-5 hours,Yes,No,No,No answer,Unable to judge,No answer,No answer,No answer,No answer,No answer,No answer,No,No answer,Extremely dissatisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.),Clean Energy (e.g. solar energy, wind power, geothermal)",Somewhat agree,Yes,No answer,US - Midwest,No,Yes,No,No answer,Strongly Agree
Third year,No,"Weinberg,Medill",Off Campus,No,Cisgender man,No answer,Hispanic or Latino,No answer,No,No,Yes,No,No,No,No,Important,Important,Neither important nor unimportant,Neither important nor unimportant,Unimportant,Important,Neither important nor unimportant,Unimportant,Neither important nor unimportant,Important,Important,No answer,Agree,No answer,No answer,Residential College,No answer,"Yes, somewhat","Yes, somewhat","Yes, very much",Strongly agree,Yes,No,No answer,No answer,No answer,No answer,No,No answer,No answer,No answer,No answer,No answer,No answer,None of the above.,No answer,No answer,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Yes,No,No,No answer,Agree,Neither Agree nor Disagree,No answer,No answer,Yes,No,No answer,Unable to judge,Other:,KT Investments,Neither satisfied nor dissatisfied,No answer,Word of mouth,No answer,No,No answer,Unable to judge,"Clean Energy (e.g. solar energy, wind power, geothermal),Reducing container waste",Somewhat agree,Not sure,3,US - Midwest,No,No,No,No answer,Agree
Fourth year,No,"Weinberg,SESP",Off Campus,Yes,Cisgender woman,No answer,White,No answer,Yes,No,No,No,No,No,No,Very important,Very important,Very important,Important,Neither important nor unimportant,Important,Important,Very important,Very important,Important,Important,No answer,Agree,No answer,No answer,"Club/Student Organization,IFC/PHA Greek Life,Friend group/Family",No answer,"Yes, very much","Yes, somewhat","Yes, very much",Strongly agree,Yes,No,No answer,No answer,No answer,No answer,Yes,No,No answer,No answer,No answer,No answer,No answer,None of the above.,No answer,No answer,Strongly disagree,Strongly agree,Agree,Agree,Yes,No,No,No answer,Neither Agree nor Disagree,Agree,Between 10-15 hours,Yes,Yes,No,No answer,Agree,Evanston Rentals and Management,No answer,Very satisfied,No answer,"Places 4 Students,Wildcat Pad,Word of mouth,Zillow.com",No answer,No,No answer,Satisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.),Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste",Somewhat agree,Yes,5,US - Southwest,No,Yes,No,No answer,Strongly Agree
Fourth year,No,"Weinberg,McCormick",Off Campus,No,Prefer not to answer,No answer,Asian,No answer,No,No,No,Yes,Yes,No,Yes,Not at all important,Not at all important,Not at all important,Important,Unimportant,Neither important nor unimportant,Neither important nor unimportant,Not at all important,Not at all important,Important,Neither important nor unimportant,Important,Strongly Agree,No answer,No answer,"Club/Student Organization,Friend group/Family",No answer,"No, not really","No, not really","No, not really",Strongly agree,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,None of the above.,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,No,No answer,No answer,No answer,No answer,Agree,<1 hour,Yes,No,No,No answer,Disagree,Other:,No answer,Neither satisfied nor dissatisfied,No answer,Apartments.com,No answer,No,No answer,Dissatisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.)",Neither agree nor disagree,"No, not eligible",No answer,International,No,Yes,No,No answer,Strongly Agree
Third year,No,Weinberg,Off Campus,No,Cisgender man,No answer,White,No answer,No,No,Yes,No,No,No,Yes,Important,Important,Neither important nor unimportant,Important,Not at all important,Important,Unimportant,Unimportant,Neither important nor unimportant,Unimportant,Unimportant,Important,Agree,No answer,No answer,"Club/Student Organization,Friend group/Family",No answer,"Yes, somewhat","No, not really","No, not really",Somewhat agree,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,"Exam Relief (5 min massage, therapy dogs, etc.)",No answer,No answer,Disagree,Strongly agree,Agree,Neither agree nor disagree,Yes,No,Yes,2,Agree,Strongly Agree,Between 5-10 hours,Yes,No,No,No answer,Agree,Evanston Rentals and Management,No answer,Somewhat satisfied,No answer,Word of mouth,No answer,No,No answer,Satisfied,"Clean Energy (e.g. solar energy, wind power, geothermal)",Neither agree nor disagree,Not sure,4,US - Midwest,No,Yes,No,No answer,Agree
Second year,No,Weinberg,On Campus Residential College,No,Cisgender man,No answer,White,No answer,No,No,Yes,No,No,Yes,No,Very important,Very important,Neither important nor unimportant,Important,Unimportant,Unimportant,Neither important nor unimportant,Important,Important,Neither important nor unimportant,Important,No answer,Agree,No answer,No answer,Residential College,No answer,"Yes, very much","Yes, very much","Yes, very much",Neither agree nor disagree,No,No,No answer,No answer,No answer,No answer,No,No answer,No answer,No answer,No answer,No answer,No answer,Student Enrichment Services (SES),Agree,Agree,Agree,Unable to Judge,Disagree,Unable to Judge,Yes,Yes,Yes,2,Disagree,Disagree,No answer,No answer,Yes,No,No answer,Agree,No answer,No answer,No answer,No answer,No answer,No answer,Yes,Agree,Satisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.)",Somewhat disagree,Yes,3,US - Southwest,No,No,No,No answer,Agree
Second year,No,Weinberg,On Campus Residential College,No answer,Cisgender woman,No answer,White,No answer,Yes,No,Yes,No,No,Prefer not to answer,No answer,Very important,Important,Important,Important,Not at all important,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer
Second year,No,Medill,On Campus Residential Hall,No answer,Cisgender woman,No answer,Asian,No answer,No,No,Yes,No,No,No,No answer,Very important,Very important,Important,Very important,Unimportant,Important,Important,Important,Important,Important,Important,Unable to Judge,Strongly Disagree,"Race,Gender,Ethnicity","Classroom or other academic setting,Meeting with administration",Multicultural Greek Life,No answer,No answer,No answer,No answer,No answer,Yes,Yes,I received the treatment I needed within CAPS.,Agree,Agree,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer
Third year,No,Weinberg,Off Campus,No answer,Non-Binary / Non-Conforming,No answer,White,No answer,Yes,Yes,Yes,No,No,No,No answer,Very important,Very important,Very important,Important,Not at all important,Important,Important,Very important,No answer,No answer,No answer,No answer,Strongly Disagree,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer
Second year,No,Weinberg,On Campus Residential College,No,Cisgender woman,No answer,Asian,No answer,Yes,No,No,No,No,No,No,Very important,Very important,Very important,Very important,Important,Important,Very important,Very important,Very important,Very important,Important,No answer,Disagree,"Race,Gender,Ability Status,Ethnicity","Student Organizations,Classroom or other academic setting","Club/Student Organization,Friend group/Family,Residential College",No answer,"Yes, very much","Yes, very much","Yes, very much",Strongly agree,Yes,Yes,I met with someone at CAPS and then was referred to an outside care person.,Neither agree nor disagree,Agree,No answer,Prefer not to answer,No answer,Yes,Agree,Agree,Neither agree nor disagree,Agree,No answer,No answer,No answer,Disagree,Agree,Disagree,Neither agree nor disagree,No,No answer,No answer,No answer,No answer,Strongly Agree,Between 10-15 hours,Yes,Yes,No,No answer,Strongly Agree,No answer,No answer,No answer,No answer,No answer,No answer,Yes,Disagree,Dissatisfied,"Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program)",Somewhat agree,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer
Third year,No,Weinberg,Off Campus,No,Non-Binary / Non-Conforming,No answer,White,No answer,Yes,Yes,Yes,No,No,No,No,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer
Third year,No,McCormick,Off Campus,No answer,Cisgender man,No answer,White,No answer,Yes,No,Yes,No,No,No,No answer,Very important,Very important,Very important,Important,Unimportant,Important,Important,Very important,Very important,Important,Neither important nor unimportant,Unimportant,Agree,No answer,No answer,Club/Student Organization,No answer,No preference,No answer,No answer,Strongly agree,Yes,Yes,I met with someone at CAPS and then was referred to an outside care person.,Disagree,Neither agree nor disagree,No answer,Yes,No,Yes,Agree,Unable to Judge,Agree,Disagree,No answer,No answer,No answer,Strongly disagree,Strongly agree,Strongly agree,Unable to Judge,Yes,Yes,No,No answer,Agree,Strongly Agree,Between 10-15 hours,Yes,Yes,No,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer
Fourth year,No,McCormick,Off Campus,No,Cisgender woman,No answer,White,No answer,Yes,No,No,No,No,No,Yes,Very important,Very important,Important,Important,Important,Important,Important,Very important,Neither important nor unimportant,Neither important nor unimportant,Very important,Neither important nor unimportant,Agree,No answer,No answer,"Club/Student Organization,Friend group/Family,Academic Cohort (people in your major, PA group, Peer-Guided Study group),Residential College",No answer,"Yes, very much","Yes, very much","Yes, very much",Strongly agree,No,No,No answer,No answer,No answer,No answer,No,No answer,No answer,No answer,No answer,No answer,No answer,"Exam Relief (5 min massage, therapy dogs, etc.)",No answer,No answer,Strongly disagree,Disagree,Agree,Unable to Judge,No,No answer,No answer,No answer,No answer,Strongly Agree,Between 5-10 hours,Yes,No,No,No answer,Agree,Other:,CH ventures,Very satisfied,No answer,Other:,My roommate found it,No,No answer,No answer,"Clean Energy (e.g. solar energy, wind power, geothermal)",Strongly agree,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer
Second year,No,"Weinberg,School of Communication",On Campus Residential Hall,Yes,Cisgender woman,No answer,White,No answer,No,No,No,No,No,No,Yes,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Important,Important,Important,Very important,Very important,Strongly Agree,No answer,No answer,Other,athletics,"Yes, very much","Yes, very much","Yes, very much",Strongly agree,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,None of the above.,No answer,No answer,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Yes,No,No,No answer,Strongly Agree,Strongly Agree,More than 20 hours,Unable to judge,Yes,No,No answer,Strongly Agree,No answer,No answer,No answer,No answer,No answer,No answer,No,No answer,Satisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.)",Strongly agree,Yes,No answer,US - Southeast,No,It's complicated,No,No answer,Strongly Agree
Second year,No,Weinberg,On Campus Residential Hall,No,Cisgender woman,No answer,White,No answer,No,No,No,No,No,No,Yes,Unable to Judge,Unable to Judge,Unable to Judge,Very important,Important,Very important,Very important,Neither important nor unimportant,Neither important nor unimportant,Unable to Judge,Very important,Important,Strongly Agree,No answer,No answer,"Friend group/Family,Other",Athletics,"Yes, somewhat",No preference,"Yes, somewhat",Unable to judge,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,None of the above.,No answer,No answer,Disagree,Agree,Disagree,Agree,No,No answer,No answer,No answer,No answer,Agree,Between 1-5 hours,Yes,Yes,No,No answer,Neither agree or disagree,No answer,No answer,No answer,No answer,No answer,No answer,No,No answer,Dissatisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.),Reducing container waste",Somewhat agree,Yes,3.4,US - East,No,No,No,No answer,Agree
Third year,No,SESP,Off Campus,No,Cisgender man,No answer,Hispanic or Latino,No answer,Yes,No,Yes,No,Yes,Yes,No,Very important,Very important,Very important,Very important,Not at all important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Important,Very important,No answer,Unable to Judge,No answer,No answer,Friend group/Family,No answer,"Yes, somewhat",No preference,"Yes, somewhat",Strongly agree,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Student Enrichment Services (SES),Agree,Agree,Disagree,Strongly disagree,Disagree,Agree,Yes,Yes,No,No answer,Disagree,Disagree,No answer,No answer,No,No,No answer,Neither agree or disagree,Other:,602 Lake St.,Very satisfied,No answer,Zillow.com,No answer,No,No answer,Unable to judge,"Providing alternative student transportation options (e.g. biking, scooters etc.)",Somewhat agree,Yes,4,US - Midwest,No,No,No,No answer,Disagree
First year,No,School of Communication,On Campus Residential Hall,No,Cisgender woman,No answer,Multi-racial or Multi-ethnic,"White,Asian",No,No,No,No,No,No,No,Very important,Very important,Very important,Important,Important,Very important,Important,Important,Important,Important,Very important,No answer,Neither agree or disagree,No answer,No answer,"Friend group/Family,Other",Catalyst,"Yes, somewhat",No preference,"Yes, very much",Strongly agree,"Maybe, but I am unsure.",Yes,I met with someone at CAPS and then was referred to an outside care person.,Neither agree nor disagree,Agree,No answer,No,No answer,Yes,Strongly agree,Strongly agree,Unable to Judge,Unable to Judge,None of the above.,No answer,No answer,Strongly disagree,Agree,Strongly agree,Strongly agree,No,No answer,No answer,No answer,No answer,Agree,Between 1-5 hours,Unable to judge,No,No,No answer,Unable to judge,No answer,No answer,No answer,No answer,No answer,No answer,No,No answer,Dissatisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.),Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste,LEED certified buildings, ENERGY STAR",Somewhat agree,Yes,No answer,US - East,No,No,No,No answer,Unable to Judge
Second year,No,"Weinberg,SESP",On Campus Residential College,No,Cisgender woman,No answer,White,No answer,No,No,Yes,No,No,Yes,No,Very important,Neither important nor unimportant,Very important,Important,Not at all important,Important,Not at all important,Very important,Important,Very important,Very important,No answer,Strongly Disagree,Socioeconomic Status,"Greek Life,Student Organizations,Classroom or other academic setting,Internship/Job search","Friend group/Family,Residential College",No answer,"Yes, very much","Yes, very much","Yes, very much",Strongly agree,Yes,Yes,Other,Strongly disagree,Strongly disagree,"CAPS was not prepared to handle my specific need.,The wait was too long for me to follow through and receive help.",Yes,No,Yes,Strongly agree,Strongly disagree,Agree,Strongly disagree,Student Enrichment Services (SES),Agree,Strongly disagree,Agree,Disagree,Unable to Judge,Neither agree nor disagree,Yes,Yes,No,No answer,Strongly Disagree,Agree,Between 5-10 hours,Yes,Yes,No,No answer,Agree,No answer,No answer,No answer,No answer,No answer,No answer,Yes,Strongly disagree,Extremely dissatisfied,"Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste,LEED certified buildings, ENERGY STAR",Somewhat agree,Yes,4,US - Midwest,No,Yes,No,No answer,Agree
Second year,No,Weinberg,On Campus Residential College,No,Cisgender woman,No answer,Asian,No answer,Yes,No,No,No,No,No,Yes,Very important,Very important,Very important,Very important,Important,Important,Important,Very important,Very important,Very important,Important,Important,Disagree,"Race,Gender,Ethnicity","Student Organizations,Classroom or other academic setting","Club/Student Organization,Friend group/Family,Residential College",No answer,"Yes, very much","Yes, very much","Yes, very much",Strongly agree,Yes,Yes,I met with someone at CAPS and then was referred to an outside care person.,Agree,Agree,No answer,Yes,No,Yes,Agree,Disagree,Strongly agree,Agree,Multicultural Center (MCC),No answer,No answer,Disagree,Agree,Agree,Agree,No,No answer,No answer,No answer,No answer,Strongly Agree,Between 10-15 hours,Yes,Yes,No,No answer,Strongly Agree,No answer,No answer,No answer,No answer,No answer,No answer,Yes,Disagree,Dissatisfied,"Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Composting,LEED certified buildings, ENERGY STAR",Somewhat agree,Yes,4.6,US - East,No,No,Yes,Hinge,Neither Agree nor Disagree
First year,No,Weinberg,On Campus Residential College,No,Cisgender man,No answer,White,No answer,No,No,Yes,No,Yes,Yes,No,Unable to Judge,Unable to Judge,Very important,Very important,Unable to Judge,Unable to Judge,Neither important nor unimportant,Unable to Judge,Unable to Judge,Very important,Unable to Judge,No answer,Strongly Agree,No answer,No answer,"Academic Cohort (people in your major, PA group, Peer-Guided Study group),Residential College",No answer,No preference,No preference,No preference,Unable to judge,No,No,No answer,No answer,No answer,No answer,No,No answer,No answer,No answer,No answer,No answer,No answer,Student Enrichment Services (SES),Strongly disagree,Strongly disagree,Strongly agree,Unable to Judge,Strongly disagree,Unable to Judge,No,No answer,No answer,No answer,No answer,Disagree,No answer,No answer,Yes,No,No answer,Unable to judge,No answer,No answer,No answer,No answer,No answer,No answer,Yes,Strongly disagree,Extremely dissatisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.),Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste,LEED certified buildings, ENERGY STAR",Somewhat agree,Yes,4.7,US - Midwest,No,Yes,No,No answer,Agree
