Academic year,Transfer student?,School(s) at Northwestern,Residence,Gender Identity,Gender Identity (not listed in survey),Race/Ethnicity,"Race/Ethnicity (if ""Multiracial"" was selected)",Member of the LGBTQ+ community?,Receive need-based financial aid from Northwestern?,International student?,First-generation college student?,Identify as a low-income student?,"Agreement with: ""I feel that there is sufficient space for LGBTQ+ students on campus""","Agreeement with: ""I feel that there is sufficient space for LGBTQ+ student organizations on campus""",I feel that increasing the number of gender-neutral bathrooms on campus is...,I feel that increasing the amount of gender-open housing on campus is...,Importance level: Improving mental health services available on campus,Importance level: University provided free or reduced Adobe software downloadable for students,Importance level: Increasing access to free contraceptives,Importance level: Increasing CARE's budget to help pay community partners to facilitate trainings and presentations for SHAPE,Importance level: Increasing the number of paid employees at CARE,Importance level: Increasing support for diversity and inclusion initiatives at Northwestern such as the Inclusion NU Fund,Importance level: Providing increased transportation options to Chicago (such as subsidized CTA passes),"Importance level: Expanding the Student Internship Grant Program to $3,500 per grant","Importance level: Providing university-sponsored, late-night activities where alcohol is not served",Importance level: Improving off-campus street lighting and increasing the number of blue light stations.,"Importance level: Improving Safe Ride (extended hours, additional drivers, increased pay, etc)","Importance level: Improving the Northwestern shuttle system (Intercampus, Campus Loop, etc)",Importance level: Constructing or designating additional gender neutral bathrooms around campus,Importance level: Designating a permanent space to low-income or first-generation identifying students,Importance level: Providing practice and rehearsal spaces for student groups and other musicians not in Bienen,Importance level: Improving air conditioning in dorms,Importance level: Improving air conditioning in non-residence buildings,Importance level: Constructing additional bike racks on campus,"Agreement with: ""I have never felt marginalized at NU""","Identities due to which you feel you have been marginalized (if ""Experience marginalization at NU"" was selected)","Settings in which you have experienced marginalization at Northwestern (if ""Experience marginalization at NU"" was selected)",Have you ever experienced a mental or physical health issue that has impacted your academic performance at NU?,Have you ever sought the services provided by CAPS?,"What was the outcome of your treatment at CAPS? (if ""sought the services provided by CAPS"" was selected)","Agreement with: ""CAPS met or exceeded my expectations"" (if ""sought the services provided by CAPS"" was selected)","Agreement with: ""CAPS was beneficial to my mental health"" (if ""sought the services provided by CAPS"" was selected)","Agreement with: ""I would be comfortable talking to a confidential peer listener"" (if ""sought the services provided by CAPS"" was selected)","Agreement with: ""I would prefer group therapy meetings to one-on-one appointments"" (if ""sought the services provided by CAPS"" was selected)","Why did CAPS not have a beneficial effect on your mental health? (if ""sought the services provided by CAPS"" was selected)","Have you ever experienced a health crisis (e.g. hospital visit, CAPS crisis appointment) and completed an academic exam in the same week?","Do you have an ongoing, diagnosed, clinical health issue?","Are you registered with AccessibleNU? (if  ""diagnosed, clinical health issue"" was selected)",Are you familiar with the services provided by the Office of Equity at Northwestern?,"How you learned about the Office of Equity (if ""familiar with Office of Equity"" was selected)","Agreement with: ""WCAS's 45 units of credit for graduation requirement has NOT limited my ability to care for my mental well-being""","Agreement with: ""I would prefer to start school earlier in order to finish school earlier""","Agreement with: ""The June end-date has prevented me from getting my preferred internship or job""","Agreement with: ""I have never felt the need for a low-income or first-generation student designated space on campus"" (if ""first-gen"" or ""low-income"")","Agreement with: ""The university provides the necessary resources that allow me to partake in any academic pursuits"" (if ""first-gen"" or ""low-income"")","Agreement with: ""The university provides financial resources for me to partake in extracurricular activities"" (if ""first-gen"" or ""low-income"")","Agreement with: ""Northwestern's career advising services for international students is helpful and comprehensive"" (if ""international student"")","Agreement with: ""I am aware of the documentation required to find a job in the United States after graduation"" (if ""international student"")","Agreement with: ""Northwestern has provided support for finding required documents needed to be employed in the U.S."" (if ""international student"")","Agreement with: ""I would like CTECs to have a space to evaluate the inclusivity of the class environment created by the professor""","Agreement with: ""I would like to write an evaluation for classes I've dropped""","Agreement with: ""It would be helpful to read course evaluations from students who have dropped a class that I'm interested in""","Agreement with: ""I would like to be able to see the grade distribution of classes that I'm interested in""","Agreement with: ""I have been prevented from taking a class/academic activity for financial reasons""","Agreement with: ""I have the necessary resources to interview at companies that I'm interested in""","Agreement with: ""I have never financially struggled to purchase required academic software""","Agreement with: ""There are a sufficient number of spaces for students to meet and work on campus""","Agreement with: ""There are a sufficient number of spaces for student GROUPS to meet and work on campus""","Agreement with: ""It's important for Northwestern to continue to bring  peakers as a part of the Contemporary Thought Speaker Series""",Do you currently hold a paying job either on or off campus? ,"Is your job, or one of your jobs, a work-study position?",Do you currently hold more than one paying job?,"How many paying jobs do you currently hold? (if ""I hold more than 1 paid position"" was selected)","Agreement with: ""I work to help pay for my college education, whether that be tuition, books, or housing"" (if ""I have a paying job"" was selected)","Agreement with: ""I work to help pay for non-academic living essentials (food, clothing, etc.)"" (if ""I have a paying job"" was selected)","Agreement with: ""I work to have non-essential money"" (if ""I have a paying job"" was selected)","Agreement with: ""I work to advance my future career"" (if ""I have a paying job"" was selected)","Agreement with: ""I work because I'm interested in the work I'm doing"" (if ""I have a paying job"" was selected)","Agreement with: ""I receive paid work as part of an internship program for which I receive academic credit for"" (if ""I have a paying job"" was selected)","Agreement with: ""I have never had to turn down a leadership position in a student organization due to work obligations""","Agreement with: ""I am heavily involved in one or more student organizations""","Hours per week you dedicate to the organizations that you are heavily involved with (if ""involved in a student organization"" was selected)",Do you hold a leadership position in any of the organizations that you are involved with?,"Have you ever been or are you currently a student group financial officer (e.g. President, Treasurer, Finance Director)?",Are you SOFO trained?,"On average, how many times per quarter do you interact with the SOFO office?","Agreement with: ""I am satisfied with the SOFO processes and the general reimbursement process""","Satisfaction rating (in terms of SOFO and student finance organizations): Gathering signatures from the president, advisor(s), and group executive",Satisfaction rating (in terms of SOFO and student finance organizations): Collecting receipts with the necessary expense information,Satisfaction rating (in terms of SOFO and student finance organizations): Interacting with SOFO at the Norris window,Importance level of potential change to SOFO: Creating digital vouchers with option for all parties to sign electronically,Importance level of potential change to SOFO: Adding the option to digitally upload receipts,Importance level of potential change to SOFO: Creating an instant online reimbursement process to a bank or checking account,Importance level of potential change to SOFO: Creating a SOFO training for general student org members,Importance level of potential change to SOFO: Creating a canvas course for SOFO training that you could refer back to,Importance level of potential change to SOFO: Mandatory SOFO training for advisors,"Agreement with: ""I would have lived on campus this year regardless of the new two-year live-on requirement"" (if ""second-year"")","Agreement with: ""Living off-campus has saved me money"" (if ""living off campus"" was selected)","Agreement with: ""Living off-campus did not impact my financial aid."" (if ""off-campus"" and ""need-based financial aid"" were selected)","Agreement with: ""I am satisfied with the dining services on campus""","Agreement with ""I am satisfied with the new dining services on campus""","Agreement with: ""I am satisfied with my unlimited meal plan""","If given the option, which meal plan would you have picked? (if ""dissatisfied with meal plan"" was selected)",Do you own a smartphone?,Do you ride a bike on campus?,Did you vote in the 2018 Midterm Election?,Are you currently a member of Greek life?,"Agreement with: ""I would recommend Northwestern to a younger sibling or friend"""
First year,No,Weinberg,On Campus Residential Community,Man,No answer,White,No answer,No,No,No,No,No,No answer,No answer,Unimportant,Unimportant,Important,Important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Unimportant,Important,Unable to judge,Unable to judge,Neither important nor unimportant,Neither important nor unimportant,Important,Unimportant,Unable to judge,Unable to judge,Important,Unable to judge,Unable to judge,Strongly Agree,No answer,No answer,No,No,No answer,No answer,No answer,No answer,No answer,No answer,No,No,No answer,No,No answer,Unable to Judge,Agree,Disagree,No answer,No answer,No answer,No answer,No answer,No answer,Disagree,Unable to Judge,Agree,Agree,Disagree,Unable to judge,Agree,Agree,Agree,Unable to judge,No,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Agree,<1 hour,No,No,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Neither Agree nor Disagree,No answer,No answer,No answer,Yes,No,Yes,No,Agree
First year,No,Weinberg,On Campus Residential Community,Woman,No answer,Hispanic or Latino,No answer,Yes,Yes,No,No,No,Neither agree nor disagree,Agree,Important,Important,Very important,Important,Very important,Very important,Very important,Very important,Important,Very important,Neither important nor unimportant,Important,Neither important nor unimportant,Important,Very important,Very important,Important,Very important,Very important,Important,Disagree,"Gender,Ethnicity",Classroom or other academic setting,Yes,Yes,The wait time for an initial consultation was too long so I did not follow through with the services.,Strongly disagree,Unable to Judge,Agree,Strongly disagree,The wait was too long for me to follow through and receive help.,No,No,No answer,No,No answer,Agree,Agree,Agree,No answer,No answer,No answer,No answer,No answer,No answer,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Neither agree nor disagree,Yes,No,No,No answer,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Neither Agree nor Disagree,Strongly Agree,Between 1-5 hours,Yes,No,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Disagree,No answer,No answer,No answer,Yes,No,Yes,No,Agree
Second year,No,Weinberg,On Campus Residential College,Man,No answer,White,No answer,No,Yes,No,Yes,Yes,No answer,No answer,Unimportant,Unimportant,Important,Very important,Neither important nor unimportant,Not at all important,Not at all important,Not at all important,Important,Very important,Not at all important,Important,Unimportant,Neither important nor unimportant,Not at all important,Very important,Not at all important,Not at all important,Not at all important,Not at all important,Strongly Disagree,"Race,Ethnicity,Nationality,Socioeconomic Status,Religion","Student Organizations,Classroom or other academic setting",No,No,No answer,No answer,No answer,No answer,No answer,No answer,Yes,No,No answer,No,No answer,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,No answer,No answer,No answer,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Yes,Yes,No,No answer,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Unable to judge,Strongly Disagree,Strongly Agree,Between 15-20 hours,Yes,Yes,Yes,Between 5-10 per quarter,Disagree,Dissatisfied,Strongly dissatisfied,Satisfied,Important,Very Important,Very Important,Very unimportant,Very unimportant,Very unimportant,Strongly disagree,No answer,No answer,No answer,Agree,No answer,No answer,Yes,Yes,Yes,Yes,Strongly Agree
Fourth year,No,Weinberg,Off Campus,Man,No answer,White,No answer,Yes,Yes,No,No,Yes,Agree,Neither agree nor disagree,Very important,Important,Very important,Neither important nor unimportant,Important,Important,Important,Neither important nor unimportant,Very important,Important,Unimportant,Unimportant,Neither important nor unimportant,Important,Neither important nor unimportant,Important,Important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Disagree,Socioeconomic Status,"Greek Life,Student Organizations,Internship/Job search,Meeting with administration",Yes,Yes,Other,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,No answer,No,No,No answer,No,No answer,Agree,Strongly Agree,Agree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,No answer,No answer,No answer,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Yes,Yes,Yes,2,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Between 5-10 hours,No,Yes,No,Less than 5 times per quarter,Unable to judge,Unable to Judge,Unable to Judge,Unable to Judge,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Strongly agree,Agree,No answer,No answer,No answer,No answer,Yes,No,Yes,No,Neither Agree nor Disagree
First year,No,McCormick,On Campus Residential College,Woman,No answer,White,No answer,No,No,No,No,No,No answer,No answer,Neither important nor unimportant,Neither important nor unimportant,Very important,Very important,Neither important nor unimportant,Neither important nor unimportant,Very important,Very important,Neither important nor unimportant,Neither important nor unimportant,Very important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Agree,No answer,No answer,No,No,No answer,No answer,No answer,No answer,No answer,No answer,No,No,No answer,No,No answer,No answer,Neither agree nor disagree,Unable to Judge,No answer,No answer,No answer,No answer,No answer,No answer,Agree,Unable to Judge,Strongly agree,Agree,Disagree,Unable to judge,Neither agree nor disagree,Agree,Disagree,Strongly agree,Yes,No,No,No answer,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Disagree,Agree,Between 1-5 hours,No,No,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Agree,No answer,No answer,No answer,Yes,No,Yes,No,Agree
First year,No,McCormick,On Campus Residential Community,Man,No answer,Hispanic or Latino,No answer,No,Yes,No,No,Yes,No answer,No answer,Neither important nor unimportant,Very important,Very important,Neither important nor unimportant,Important,Important,Important,Important,Not at all important,Important,Neither important nor unimportant,Very important,Important,Very important,Neither important nor unimportant,Neither important nor unimportant,Very important,Not at all important,Unimportant,Not at all important,Strongly Agree,No answer,No answer,Yes,No,No answer,No answer,No answer,No answer,No answer,No answer,No,No,No answer,No,No answer,No answer,Agree,Unable to Judge,Agree,Strongly Agree,Unable to Judge,No answer,No answer,No answer,Unable to Judge,Unable to Judge,Agree,Strongly agree,Strongly disagree,Unable to judge,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,No,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Strongly Disagree,No answer,No answer,No,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Disagree,No answer,No answer,No answer,Yes,Yes,No,No,Strongly Agree
First year,No,Weinberg,On Campus Residential Hall,Woman,No answer,White,No answer,No,No,No,No,No,No answer,No answer,Not at all important,Not at all important,Very important,Neither important nor unimportant,Neither important nor unimportant,Important,Neither important nor unimportant,Unimportant,Very important,Important,Unimportant,Very important,Very important,Very important,Not at all important,Not at all important,Neither important nor unimportant,Important,Unimportant,Unimportant,Agree,No answer,No answer,Yes,No,No answer,No answer,No answer,No answer,No answer,No answer,Yes,No,No answer,No,No answer,Disagree,Agree,Unable to Judge,No answer,No answer,No answer,No answer,No answer,No answer,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Disagree,Unable to judge,Strongly disagree,Disagree,Disagree,Agree,No,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Strongly Agree,Between 1-5 hours,No,No,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Neither Agree nor Disagree,No answer,No answer,No answer,Yes,No,No,No,Strongly Agree
First year,No,School of Communication,On Campus Residential Hall,Prefer not to answer,No answer,White,No answer,Yes,No,No,No,No,Strongly agree,Disagree,Very important,Very important,Very important,Very important,Very important,Important,Very important,Very important,Neither important nor unimportant,Neither important nor unimportant,Not at all important,Very important,Very important,Neither important nor unimportant,Important,Important,Neither important nor unimportant,Important,Unimportant,Neither important nor unimportant,Neither agree or disagree,No answer,No answer,Yes,No,No answer,No answer,No answer,No answer,No answer,No answer,Prefer not to answer,Yes,No,No,No answer,No answer,Strongly Agree,Strongly Agree,No answer,No answer,No answer,No answer,No answer,No answer,Strongly agree,Unable to Judge,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Agree,Unable to judge,Neither agree nor disagree,No,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Agree,Between 1-5 hours,No,No,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Agree,No answer,No answer,No answer,Yes,No,Yes,No,Agree
Second year,No,Medill,On Campus Residential College,Woman,No answer,White,No answer,Yes,Yes,No,No,Yes,Agree,Agree,Very important,Very important,Very important,Very important,Very important,Important,Very important,Important,Very important,Very important,Important,Unable to judge,Important,Important,Very important,Important,Important,Important,Important,Unable to judge,Strongly Disagree,"Ability Status,Socioeconomic Status","Student Organizations,Classroom or other academic setting,Internship/Job search,Meeting with administration",Yes,Yes,I met with someone at CAPS for a short period of time and felt I no longer needed treatment.,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,No answer,Yes,Yes,Yes,Yes,I heard about their services through word of mouth.,No answer,Strongly Agree,Unable to Judge,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,No answer,No answer,No answer,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Agree,Agree,No,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Agree,Between 1-5 hours,Yes,Yes,Yes,Less than 5 times per quarter,Agree,Satisfied,Satisfied,Satisfied,No answer,No answer,No answer,No answer,No answer,No answer,Strongly disagree,No answer,No answer,No answer,Unable to Judge,No answer,No answer,Yes,No,Yes,No,Disagree
First year,No,Weinberg,On Campus Residential College,Woman,No answer,Other,No answer,No,Yes,Yes,No,No,No answer,No answer,Important,Important,Very important,Very important,Very important,Very important,Very important,Important,Very important,Neither important nor unimportant,Very important,Very important,Neither important nor unimportant,Very important,Neither important nor unimportant,Unimportant,Unable to judge,Very important,Neither important nor unimportant,Unable to judge,Agree,No answer,No answer,No,No,No answer,No answer,No answer,No answer,No answer,No answer,No,No,No answer,Yes,"I heard about their services through word of mouth.,I learned at Wildcat Welcome.",Strongly Agree,Strongly Agree,Unable to Judge,No answer,No answer,No answer,Disagree,Disagree,Strongly Disagree,Agree,Agree,Strongly agree,Strongly agree,Unable to judge,Unable to judge,Strongly disagree,Agree,Agree,Unable to judge,No,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Agree,Between 5-10 hours,No,No,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Agree,No answer,No answer,No answer,Yes,No,"No, not eligible",No,Neither Agree nor Disagree
Second year,Yes,SESP,Off Campus,Man,No answer,Asian,No answer,No,Yes,No,No,No,No answer,No answer,Important,Important,Important,Important,Important,Important,Important,Important,Very important,Important,Neither important nor unimportant,Very important,Very important,Very important,Important,Important,Neither important nor unimportant,Neither important nor unimportant,Unimportant,Neither important nor unimportant,Agree,No answer,No answer,No,No,No answer,No answer,No answer,No answer,No answer,No answer,No,No,No answer,No,No answer,No answer,Neither agree nor disagree,Unable to Judge,No answer,No answer,No answer,No answer,No answer,No answer,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly disagree,Unable to judge,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Yes,Yes,No,No answer,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Between 5-10 hours,Yes,Yes,No,Less than 5 times per quarter,Unable to judge,Unable to Judge,Unable to Judge,Unable to Judge,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Strongly agree,Unable to judge,No answer,Unable to Judge,No answer,No answer,Yes,No,Yes,No,Agree
Second year,No,SESP,On Campus Residential College,Woman,No answer,White,No answer,Yes,Yes,No,Yes,Yes,Neither agree nor disagree,Disagree,Very important,Very important,Very important,Important,Very important,Important,Very important,Important,Neither important nor unimportant,Neither important nor unimportant,Unimportant,Important,Very important,Important,Very important,Very important,Important,Unimportant,Unimportant,Important,Strongly Disagree,"Gender,Socioeconomic Status","Greek Life,Classroom or other academic setting,Internship/Job search",Yes,Yes,I met with someone at CAPS and then was referred to an outside care person.,Agree,Agree,Disagree,Strongly disagree,No answer,No,Yes,No,No,No answer,No answer,Strongly Agree,Unable to Judge,Disagree,Strongly Disagree,Strongly Disagree,No answer,No answer,No answer,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,Disagree,Disagree,Agree,Strongly disagree,Neither agree nor disagree,Yes,Yes,Yes,3,Strongly agree,Strongly agree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Between 5-10 hours,Yes,Yes,Yes,Less than 5 times per quarter,Agree,Satisfied,Dissatisfied,Dissatisfied,No answer,No answer,No answer,No answer,No answer,No answer,Disagree,No answer,No answer,No answer,Agree,No answer,No answer,Yes,Yes,Yes,No,Agree
Fourth year,No,"Weinberg,Medill",Off Campus,Woman,No answer,Black or African American,No answer,No,Yes,No,Yes,Yes,No answer,No answer,Important,Important,Very important,Important,Unimportant,Important,Important,Very important,Very important,Unimportant,Not at all important,Very important,Important,Neither important nor unimportant,Important,Important,Unimportant,Neither important nor unimportant,Important,Not at all important,Strongly Disagree,"Race,Socioeconomic Status",Classroom or other academic setting,Yes,Yes,Other,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,CAPS was not prepared to handle my specific need.,Yes,Yes,No,Yes,I heard about their services through word of mouth.,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Neither Agree nor Disagree,No answer,No answer,No answer,Agree,Unable to Judge,Agree,Neither agree nor disagree,Disagree,Unable to judge,Disagree,Agree,Agree,Agree,Yes,Yes,No,No answer,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly Agree,Between 5-10 hours,Yes,Yes,Yes,Less than 5 times per quarter,Agree,Satisfied,Satisfied,Dissatisfied,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Strongly agree,Agree,No answer,No answer,No answer,No answer,Yes,No,Yes,No,Neither Agree nor Disagree
Fourth year,No,Weinberg,Off Campus,Man,No answer,White,No answer,No,No,No,No,No,No answer,No answer,Important,Neither important nor unimportant,Important,Neither important nor unimportant,Important,Very important,Very important,Very important,Unimportant,Neither important nor unimportant,Not at all important,Important,Important,Unimportant,Important,Important,Important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Strongly Agree,No answer,No answer,No,No,No answer,No answer,No answer,No answer,No answer,No answer,No,No,No answer,Yes,"I saw a social media post.,I learned at Wildcat Welcome.,I am a member of SHAPE/MARS/SPEAK",Strongly Agree,Agree,Agree,No answer,No answer,No answer,No answer,No answer,No answer,Agree,Disagree,Disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,No,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Strongly Agree,Between 15-20 hours,Yes,No,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Strongly agree,No answer,No answer,No answer,No answer,No answer,Yes,No,Yes,No,Strongly Agree
First year,No,McCormick,On Campus Residential Community,Woman,No answer,White,No answer,No,No,No,No,No,No answer,No answer,Important,Important,Very important,Neither important nor unimportant,Important,Important,Important,Very important,Very important,Important,Very important,Very important,Important,Important,Important,Important,Unimportant,Very important,Neither important nor unimportant,Very important,Disagree,Gender,"Greek Life,Classroom or other academic setting","Maybe, but I am unsure.",No,No answer,No answer,No answer,No answer,No answer,No answer,No,No,No answer,No,No answer,No answer,Strongly Agree,Unable to Judge,No answer,No answer,No answer,No answer,No answer,No answer,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Disagree,No,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Disagree,No answer,No answer,No,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Strongly Disagree,No answer,No answer,No answer,Yes,Yes,Yes,No,Agree
Second year,No,School of Communication,On Campus Residential College,Man,No answer,White,No answer,No,No,No,No,No,No answer,No answer,Important,Very important,Unable to judge,Important,Unable to judge,Unable to judge,Unable to judge,Important,Important,Important,Neither important nor unimportant,Important,Important,Important,Important,Important,Very important,Neither important nor unimportant,Neither important nor unimportant,Important,Strongly Agree,No answer,No answer,No,No,No answer,No answer,No answer,No answer,No answer,No answer,No,No,No answer,No,No answer,No answer,Strongly Agree,Neither agree nor disagree,No answer,No answer,No answer,No answer,No answer,No answer,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Agree,Unable to judge,Strongly agree,Yes,No,No,No answer,Disagree,Disagree,Agree,Agree,Agree,Disagree,Unable to Judge,Disagree,No answer,No answer,No,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Agree,No answer,No answer,No answer,Agree,No answer,No answer,Yes,No,Yes,No,Agree
First year,No,Weinberg,On Campus Residential College,Man,No answer,White,No answer,No,Yes,No,No,Yes,No answer,No answer,Unable to judge,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Important,Important,Very important,Important,Neither important nor unimportant,Neither important nor unimportant,Very important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Agree,No answer,No answer,No,No,No answer,No answer,No answer,No answer,No answer,No answer,No,No,No answer,No,No answer,Strongly Agree,Neither agree nor disagree,Unable to Judge,Strongly Agree,Strongly Agree,Agree,No answer,No answer,No answer,Neither agree nor disagree,Strongly disagree,Disagree,Strongly disagree,Unable to judge,Unable to judge,Disagree,Strongly agree,Agree,Strongly agree,Yes,Yes,Yes,2,Strongly agree,Neither agree nor disagree,Disagree,Agree,Agree,Neither agree nor disagree,Unable to Judge,Strongly Disagree,No answer,No answer,No,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Agree,No answer,No answer,No answer,Yes,No,Yes,No,Neither Agree nor Disagree
Second year,No,McCormick,On Campus Greek Housing,Man,No answer,Hispanic or Latino,No answer,No,Yes,No,Yes,Yes,No answer,No answer,Important,Unable to judge,Very important,Very important,Very important,Unimportant,Unimportant,Not at all important,Very important,Very important,Not at all important,Important,Unimportant,Very important,Important,Not at all important,Unimportant,Unimportant,Unimportant,Important,Agree,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Agree,Neither agree nor disagree,Strongly Agree,Agree,Agree,No answer,No answer,No answer,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Yes,Yes,No,No answer,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Between 5-10 hours,No,No,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Strongly disagree,No answer,No answer,No answer,Neither Agree nor Disagree,No answer,No answer,Yes,Yes,Yes,Yes,Agree
